country,year,iso_code,population,gdp,biofuel_electricity,biofuel_share_elec,coal_electricity,coal_share_elec,electricity_demand,electricity_generation,gas_electricity,gas_share_elec,greenhouse_gas_emissions,hydro_electricity,hydro_share_elec,net_elec_imports,nuclear_electricity,nuclear_share_elec,oil_electricity,oil_share_elec,solar_electricity,solar_share_elec,wind_electricity,wind_share_elec
Mexico,2008,MEX,109684496.0,1610000000000.0,7.9,2.934,21.34,7.925,268.19,269.29,131.27,48.747,140.58,39.22,14.564,-1.1,9.8,3.639,59.49,22.091,0.02,0.007,0.25,0.093
Mexico,2009,MEX,111049424.0,1540000000000.0,7.55,2.82,29.44,10.995,266.86,267.76,138.16,51.598,148.36,26.72,9.979,-0.9,10.5,3.921,54.76,20.451,0.03,0.011,0.6,0.224
Mexico,2010,MEX,112532400.0,1640000000000.0,7.45,2.703,32.39,11.753,274.63,275.58,143.75,52.163,149.77,37.16,13.484,-0.95,5.88,2.134,47.68,17.302,0.03,0.011,1.24,0.45
Mexico,2011,MEX,114150480.0,1720000000000.0,7.37,2.523,33.78,11.563,291.44,292.14,151.71,51.931,158.04,36.27,12.415,-0.7,10.09,3.454,51.23,17.536,0.04,0.014,1.65,0.565
Mexico,2012,MEX,115755912.0,1780000000000.0,6.76,2.281,34.23,11.549,297.46,296.4,153.65,51.839,163.41,31.91,10.766,1.06,8.77,2.959,57.32,19.339,0.07,0.024,3.69,1.245
Mexico,2013,MEX,117290680.0,1800000000000.0,7.32,2.464,31.74,10.683,297.09,297.12,165.5,55.701,162.7,28.02,9.431,-0.03,11.8,3.971,48.45,16.307,0.11,0.037,4.18,1.407
Mexico,2014,MEX,118755888.0,1850000000000.0,7.14,2.354,33.78,11.137,302.79,303.32,174.04,57.378,159.84,38.89,12.821,-0.53,9.68,3.191,33.14,10.926,0.22,0.073,6.43,2.12
Mexico,2015,MEX,120149896.0,1920000000000.0,7.63,2.459,33.76,10.878,309.68,310.35,186.31,60.032,166.0,30.89,9.953,-0.67,11.58,3.731,31.23,10.063,0.2,0.064,8.75,2.819
Mexico,2016,MEX,121519224.0,1960000000000.0,7.61,2.382,34.45,10.784,319.7,319.44,191.96,60.093,171.56,30.7,9.611,0.26,10.57,3.309,33.52,10.493,0.25,0.078,10.38,3.249
Mexico,2017,MEX,122839256.0,2010000000000.0,8.12,2.467,30.86,9.377,329.44,329.09,196.7,59.771,175.06,31.85,9.678,0.35,10.88,3.306,38.87,11.811,1.19,0.362,10.62,3.227
Mexico,2018,MEX,124013864.0,2050000000000.0,7.37,2.11,29.03,8.311,350.55,349.3,215.51,61.698,182.84,32.49,9.301,1.25,13.55,3.879,35.7,10.22,3.21,0.919,12.44,3.561
Mexico,2019,MEX,125085312.0,2050000000000.0,7.21,2.092,32.68,9.484,345.39,344.57,208.4,60.481,181.15,23.61,6.852,0.82,11.19,3.248,34.79,10.097,9.96,2.891,16.73,4.855
Mexico,2020,MEX,125998296.0,1880000000000.0,6.93,2.127,18.91,5.805,329.75,325.74,193.79,59.492,159.11,26.94,8.27,4.01,11.18,3.432,32.45,9.962,15.84,4.863,19.7,6.048
Mexico,2021,MEX,126705136.0,1970000000000.0,6.0,1.818,13.55,4.106,329.04,330.0,189.46,57.412,152.37,34.87,10.567,-0.96,11.92,3.612,32.94,9.982,20.19,6.118,21.07,6.385
Mexico,2022,MEX,127504120.0,2030000000000.0,6.62,1.943,21.87,6.419,343.79,340.69,191.8,56.298,161.95,35.72,10.485,3.1,10.85,3.185,34.24,10.05,19.27,5.656,20.32,5.964
Mexico,2023,MEX,128455560.0,,6.63,1.876,33.91,9.597,356.44,353.34,205.08,58.04,179.23,20.74,5.87,3.1,12.34,3.492,32.77,9.274,21.19,5.997,20.68,5.853
Netherlands,1983,NLD,14369651.0,332000000000.0,,,,,,,,,,0.0,,,3.589,,,,0.0,,0.0,
Netherlands,1984,NLD,14441930.0,342000000000.0,,,,,,,,,,0.0,,,3.711,,,,0.0,,0.0,
Netherlands,1985,NLD,14515705.0,353000000000.0,,,14.833,23.554,,62.975,38.213,60.68,,0.003,0.005,,3.899,6.191,3.258,5.173,0.0,0.0,0.0,0.0
Netherlands,1986,NLD,14592526.0,363000000000.0,,,15.138,22.537,,67.17,41.502,61.787,,0.003,0.004,,4.216,6.277,3.456,5.145,0.0,0.0,0.001,0.001
Netherlands,1987,NLD,14675302.0,368000000000.0,,,16.948,24.76,,68.448,41.292,60.326,,0.001,0.001,,3.556,5.195,3.659,5.346,0.0,0.0,0.002,0.003
Netherlands,1988,NLD,14762321.0,378000000000.0,,,22.255,31.951,,69.654,36.428,52.299,,0.002,0.003,,3.675,5.276,3.796,5.45,0.0,0.0,0.016,0.023
Netherlands,1989,NLD,14850230.0,395000000000.0,,,22.156,30.317,,73.081,39.93,54.638,,0.037,0.051,,4.019,5.499,3.307,4.525,0.0,0.0,0.023,0.031
Netherlands,1990,NLD,14944550.0,411000000000.0,0.67,0.948,25.01,35.375,79.91,70.7,36.53,51.669,41.77,0.09,0.127,9.21,3.5,4.95,4.84,6.846,0.0,0.0,0.06,0.085
Netherlands,1991,NLD,15046578.0,424000000000.0,0.74,1.011,22.66,30.948,82.38,73.22,41.01,56.009,41.67,0.1,0.137,9.16,3.33,4.548,5.29,7.225,0.0,0.0,0.09,0.123
Netherlands,1992,NLD,15150688.0,434000000000.0,0.73,0.963,22.63,29.839,84.52,75.84,43.46,57.305,42.4,0.12,0.158,8.68,3.8,5.011,4.95,6.527,0.0,0.0,0.15,0.198
Netherlands,1993,NLD,15251088.0,442000000000.0,0.84,1.107,21.41,28.216,86.18,75.88,44.12,58.144,41.77,0.09,0.119,10.3,3.95,5.206,5.3,6.985,0.0,0.0,0.17,0.224
Netherlands,1994,NLD,15349481.0,457000000000.0,0.92,1.176,24.11,30.808,88.82,78.26,43.54,55.635,44.16,0.1,0.128,10.56,3.97,5.073,5.38,6.875,0.0,0.0,0.24,0.307
Netherlands,1995,NLD,15446670.0,474000000000.0,1.0,1.253,27.4,34.344,91.17,79.78,42.01,52.657,46.4,0.09,0.113,11.39,4.02,5.039,4.94,6.192,0.0,0.0,0.32,0.401
Netherlands,1996,NLD,15538617.0,494000000000.0,1.3,1.546,25.82,30.713,94.66,84.07,47.08,56.001,47.18,0.08,0.095,10.59,4.16,4.948,5.19,6.173,0.0,0.0,0.44,0.523
Netherlands,1997,NLD,15629912.0,518000000000.0,1.45,1.704,24.44,28.719,97.73,85.1,50.66,59.53,47.58,0.09,0.106,12.63,2.41,2.832,5.58,6.557,0.0,0.0,0.47,0.552
Netherlands,1998,NLD,15722601.0,545000000000.0,1.57,1.756,26.43,29.567,101.2,89.39,51.06,57.12,49.8,0.11,0.123,11.81,3.81,4.262,5.77,6.455,0.0,0.0,0.64,0.716
Netherlands,1999,NLD,15812491.0,576000000000.0,1.77,2.078,21.92,25.74,103.6,85.16,51.15,60.063,45.57,0.09,0.106,18.44,3.83,4.497,5.75,6.752,0.01,0.012,0.64,0.752
Netherlands,2000,NLD,15899138.0,604000000000.0,1.99,2.26,24.28,27.572,106.97,88.06,51.52,58.506,47.76,0.14,0.159,18.91,3.93,4.463,5.36,6.087,0.01,0.011,0.83,0.943
Netherlands,2001,NLD,15981630.0,620000000000.0,2.35,2.55,25.48,27.654,109.42,92.14,53.77,58.357,50.04,0.12,0.13,17.28,3.98,4.32,5.6,6.078,0.01,0.011,0.83,0.901
Netherlands,2002,NLD,16057042.0,624000000000.0,2.9,3.064,25.99,27.462,111.02,94.64,55.28,58.411,51.18,0.11,0.116,16.38,3.91,4.131,5.48,5.79,0.02,0.021,0.95,1.004
Netherlands,2003,NLD,16127574.0,630000000000.0,2.54,2.661,26.57,27.831,112.46,95.47,55.02,57.631,51.82,0.07,0.073,16.99,4.02,4.211,5.9,6.18,0.03,0.031,1.32,1.383
Netherlands,2004,NLD,16196036.0,646000000000.0,3.31,3.316,24.95,24.995,116.04,99.82,59.99,60.098,52.37,0.09,0.09,16.22,3.82,3.827,5.76,5.77,0.03,0.03,1.87,1.873
Netherlands,2005,NLD,16261834.0,664000000000.0,5.26,5.338,23.5,23.851,116.82,98.53,57.6,58.459,50.6,0.09,0.091,18.29,4.0,4.06,5.97,6.059,0.04,0.041,2.07,2.101
Netherlands,2006,NLD,16325679.0,691000000000.0,5.17,5.301,23.74,24.344,118.98,97.52,57.14,58.593,50.05,0.11,0.113,21.46,3.47,3.558,5.11,5.24,0.04,0.041,2.74,2.81
Netherlands,2007,NLD,16391232.0,721000000000.0,4.0,3.858,24.92,24.035,121.29,103.68,61.01,58.845,53.04,0.11,0.106,17.61,4.2,4.051,5.96,5.748,0.04,0.039,3.44,3.318
Netherlands,2008,NLD,16460775.0,738000000000.0,5.13,4.83,23.48,22.107,122.06,106.21,63.36,59.655,52.69,0.1,0.094,15.85,4.17,3.926,5.67,5.338,0.04,0.038,4.26,4.011
Netherlands,2009,NLD,16536200.0,714000000000.0,6.11,5.438,24.28,21.611,117.24,112.35,68.87,61.3,54.86,0.1,0.089,4.89,4.25,3.783,4.12,3.667,0.04,0.036,4.58,4.077
Netherlands,2010,NLD,16617121.0,728000000000.0,7.04,5.961,22.59,19.128,120.88,118.1,75.33,63.785,56.64,0.1,0.085,2.78,3.97,3.362,5.02,4.251,0.06,0.051,3.99,3.378
Netherlands,2011,NLD,16701470.0,745000000000.0,7.06,6.268,21.39,18.99,121.73,112.64,69.47,61.674,53.36,0.06,0.053,9.09,4.14,3.675,5.32,4.723,0.1,0.089,5.1,4.528
Netherlands,2012,NLD,16785296.0,737000000000.0,7.2,7.04,24.21,23.673,119.38,102.27,56.56,55.305,50.75,0.1,0.098,17.11,3.91,3.823,5.12,5.006,0.19,0.186,4.98,4.869
Netherlands,2013,NLD,16867352.0,736000000000.0,5.95,5.917,24.61,24.473,118.8,100.56,56.07,55.758,50.52,0.11,0.109,18.24,2.89,2.874,4.89,4.863,0.41,0.408,5.63,5.599
Netherlands,2014,NLD,16954080.0,746000000000.0,5.01,4.907,29.49,28.883,116.83,102.1,51.52,50.46,53.44,0.11,0.108,14.73,4.09,4.006,5.35,5.24,0.73,0.715,5.8,5.681
Netherlands,2015,NLD,17041110.0,761000000000.0,4.94,4.533,39.39,36.141,117.74,108.99,45.81,42.031,60.28,0.09,0.083,8.75,4.08,3.743,6.02,5.523,1.11,1.018,7.55,6.927
Netherlands,2016,NLD,17124512.0,778000000000.0,4.91,4.309,36.82,32.31,118.87,113.96,52.53,46.095,59.85,0.1,0.088,4.91,3.96,3.475,5.87,5.151,1.6,1.404,8.17,7.169
Netherlands,2017,NLD,17207204.0,800000000000.0,4.6,3.964,31.38,27.042,119.55,116.04,57.73,49.75,56.85,0.06,0.052,3.51,3.4,2.93,6.1,5.257,2.2,1.896,10.57,9.109
Netherlands,2018,NLD,17286042.0,819000000000.0,4.55,4.023,27.58,24.385,121.07,113.1,57.63,50.955,52.83,0.07,0.062,7.97,3.51,3.103,5.5,4.863,3.71,3.28,10.55,9.328
Netherlands,2019,NLD,17363260.0,835000000000.0,5.82,4.848,17.69,14.736,120.91,120.05,70.72,58.909,49.22,0.07,0.058,0.86,3.91,3.257,4.93,4.107,5.4,4.498,11.51,9.588
Netherlands,2020,NLD,17434562.0,803000000000.0,8.84,7.248,7.62,6.248,119.3,121.96,72.52,59.462,41.82,0.05,0.041,-2.66,4.09,3.354,5.0,4.1,8.57,7.027,15.27,12.52
Netherlands,2021,NLD,17501696.0,842000000000.0,10.92,9.043,14.6,12.09,121.01,120.76,56.69,46.944,42.55,0.09,0.075,0.25,3.83,3.172,5.33,4.414,11.3,9.357,18.0,14.906
Netherlands,2022,NLD,17564020.0,880000000000.0,9.79,8.139,14.8,12.305,116.01,120.28,47.75,39.699,39.09,0.05,0.042,-4.27,4.16,3.459,5.16,4.29,17.08,14.2,21.49,17.867
Netherlands,2023,NLD,17618296.0,,8.25,6.754,8.45,6.918,116.63,122.15,46.1,37.74,32.69,0.06,0.049,-5.52,4.0,3.275,5.17,4.233,21.15,17.315,28.97,23.717
Norway,1983,NOR,4128576.0,103000000000.0,,,,,,,,,,105.688,,,0.0,,,,0.0,,0.0,
Norway,1984,NOR,4140232.0,109000000000.0,,,,,,,,,,105.903,,,0.0,,,,0.0,,0.0,
Norway,1985,NOR,4152640.0,115000000000.0,,,,,,103.292,,,,102.383,99.12,,0.0,0.0,,,0.0,0.0,0.0,0.0
Norway,1986,NOR,4167465.0,119000000000.0,,,,,,97.284,,,,96.201,98.887,,0.0,0.0,,,0.0,0.0,0.0,0.0
Norway,1987,NOR,4187034.0,121000000000.0,,,,,,104.283,,,,103.273,99.031,,0.0,0.0,,,0.0,0.0,0.0,0.0
Norway,1988,NOR,4209655.0,121000000000.0,,,,,,110.019,,,,108.857,98.944,,0.0,0.0,,,0.0,0.0,0.0,0.0
Norway,1989,NOR,4227072.0,122000000000.0,,,,,,119.197,,,,118.4,99.331,,0.0,0.0,,,0.0,0.0,0.0,0.0
Norway,1990,NOR,4241637.0,125000000000.0,0.21,0.173,0.04,0.033,105.69,121.6,0.0,0.0,3.11,121.14,99.622,-15.91,0.0,0.0,0.21,0.173,0.0,0.0,0.0,0.0
Norway,1991,NOR,4261886.0,133000000000.0,0.21,0.19,0.05,0.045,107.79,110.56,0.0,0.0,2.83,110.13,99.611,-2.77,0.0,0.0,0.17,0.154,0.0,0.0,0.0,0.0
Norway,1992,NOR,4286560.0,142000000000.0,0.23,0.196,0.05,0.043,108.38,117.11,0.0,0.0,2.98,116.67,99.624,-8.73,0.0,0.0,0.16,0.137,0.0,0.0,0.0,0.0
Norway,1993,NOR,4312138.0,150000000000.0,0.24,0.2,0.05,0.042,111.94,119.72,0.01,0.008,3.05,119.23,99.591,-7.78,0.0,0.0,0.18,0.15,0.0,0.0,0.01,0.008
Norway,1994,NOR,4336745.0,163000000000.0,0.27,0.24,0.06,0.053,112.19,112.32,0.15,0.134,2.96,111.64,99.395,-0.13,0.0,0.0,0.19,0.169,0.0,0.0,0.01,0.009
Norway,1995,NOR,4359327.0,175000000000.0,0.29,0.237,0.06,0.049,115.59,122.25,0.19,0.155,3.2,121.53,99.411,-6.66,0.0,0.0,0.17,0.139,0.0,0.0,0.01,0.008
Norway,1996,NOR,4381511.0,189000000000.0,0.3,0.287,0.05,0.048,113.67,104.69,0.28,0.267,2.84,103.86,99.207,8.98,0.0,0.0,0.19,0.181,0.0,0.0,0.01,0.01
Norway,1997,NOR,4405334.0,205000000000.0,0.24,0.217,0.04,0.036,114.32,110.5,0.24,0.217,2.94,109.78,99.348,3.82,0.0,0.0,0.19,0.172,0.0,0.0,0.01,0.009
Norway,1998,NOR,4431672.0,217000000000.0,0.27,0.232,0.04,0.034,120.05,116.42,0.22,0.189,3.07,115.7,99.382,3.63,0.0,0.0,0.18,0.155,0.0,0.0,0.01,0.009
Norway,1999,NOR,4462148.0,228000000000.0,0.27,0.221,0.04,0.033,120.37,122.29,0.28,0.229,3.26,121.45,99.313,-1.92,0.0,0.0,0.22,0.18,0.0,0.0,0.03,0.025
Norway,2000,NOR,4491204.0,243000000000.0,0.26,0.182,0.04,0.028,123.47,142.52,0.21,0.147,3.67,141.82,99.509,-19.05,0.0,0.0,0.16,0.112,0.0,0.0,0.03,0.021
Norway,2001,NOR,4514019.0,255000000000.0,0.25,0.206,0.04,0.033,124.89,121.32,0.24,0.198,3.26,120.46,99.291,3.57,0.0,0.0,0.3,0.247,0.0,0.0,0.03,0.025
Norway,2002,NOR,4538435.0,267000000000.0,0.25,0.192,0.04,0.031,120.53,130.24,0.2,0.154,3.45,129.37,99.332,-9.71,0.0,0.0,0.3,0.23,0.0,0.0,0.08,0.061
Norway,2003,NOR,4565167.0,278000000000.0,0.33,0.309,0.04,0.037,114.54,106.67,0.3,0.281,2.96,105.48,98.884,7.87,0.0,0.0,0.3,0.281,0.0,0.0,0.22,0.206
Norway,2004,NOR,4592284.0,298000000000.0,0.36,0.327,0.04,0.036,121.55,110.1,0.37,0.336,3.07,108.78,98.801,11.45,0.0,0.0,0.3,0.272,0.0,0.0,0.25,0.227
Norway,2005,NOR,4623691.0,315000000000.0,0.33,0.24,0.04,0.029,125.21,137.25,0.38,0.277,3.7,135.69,98.863,-12.04,0.0,0.0,0.31,0.226,0.0,0.0,0.5,0.364
Norway,2006,NOR,4661081.0,332000000000.0,0.39,0.322,0.04,0.033,122.07,121.22,0.47,0.388,3.38,119.37,98.474,0.85,0.0,0.0,0.31,0.256,0.0,0.0,0.64,0.528
Norway,2007,NOR,4709582.0,353000000000.0,0.39,0.287,0.04,0.029,126.08,136.11,0.76,0.558,3.89,133.66,98.2,-10.03,0.0,0.0,0.37,0.272,0.0,0.0,0.89,0.654
Norway,2008,NOR,4768654.0,365000000000.0,0.4,0.283,0.04,0.028,127.33,141.19,0.44,0.312,3.88,139.04,98.477,-13.86,0.0,0.0,0.36,0.255,0.0,0.0,0.91,0.645
Norway,2009,NOR,4829195.0,370000000000.0,0.23,0.176,0.04,0.031,121.99,130.97,4.23,3.23,5.12,125.28,95.655,-8.98,0.0,0.0,0.22,0.168,0.0,0.0,0.97,0.741
Norway,2010,NOR,4889747.0,384000000000.0,0.35,0.284,0.04,0.032,130.69,123.14,4.8,3.898,5.28,116.74,94.803,7.55,0.0,0.0,0.34,0.276,0.0,0.0,0.87,0.707
Norway,2011,NOR,4953565.0,399000000000.0,0.34,0.27,0.04,0.032,122.85,125.93,3.71,2.946,4.83,120.28,95.513,-3.08,0.0,0.0,0.27,0.214,0.0,0.0,1.29,1.024
Norway,2012,NOR,5019058.0,410000000000.0,0.33,0.226,0.04,0.027,128.36,146.18,2.24,1.532,4.7,141.72,96.949,-17.82,0.0,0.0,0.31,0.212,0.0,0.0,1.54,1.053
Norway,2013,NOR,5080667.0,414000000000.0,0.4,0.3,0.04,0.03,128.13,133.14,2.07,1.555,4.52,128.14,96.245,-5.01,0.0,0.0,0.61,0.458,0.0,0.0,1.88,1.412
Norway,2014,NOR,5137926.0,423000000000.0,0.25,0.177,0.04,0.028,125.3,140.88,2.22,1.576,4.78,135.47,96.16,-15.58,0.0,0.0,0.68,0.483,0.0,0.0,2.22,1.576
Norway,2015,NOR,5190357.0,431000000000.0,0.25,0.175,0.04,0.028,128.35,143.0,2.2,1.538,4.81,137.3,96.014,-14.65,0.0,0.0,0.69,0.483,0.0,0.0,2.52,1.762
Norway,2016,NOR,5236591.0,436000000000.0,0.23,0.155,0.04,0.027,131.62,148.03,2.21,1.493,4.9,142.81,96.474,-16.41,0.0,0.0,0.63,0.426,0.0,0.0,2.11,1.425
Norway,2017,NOR,5277396.0,447000000000.0,0.26,0.175,0.04,0.027,133.11,148.27,2.06,1.389,4.89,142.37,96.021,-15.16,0.0,0.0,0.69,0.465,0.0,0.0,2.85,1.922
Norway,2018,NOR,5312321.0,450000000000.0,0.2,0.137,0.04,0.027,135.79,145.94,2.18,1.494,4.83,138.98,95.231,-10.15,0.0,0.0,0.67,0.459,0.0,0.0,3.87,2.652
Norway,2019,NOR,5348285.0,455000000000.0,0.25,0.187,0.04,0.03,133.87,133.83,2.06,1.539,4.48,125.29,93.619,0.04,0.0,0.0,0.66,0.493,0.01,0.007,5.52,4.125
Norway,2020,NOR,5379836.0,449000000000.0,0.24,0.156,0.04,0.026,133.85,154.32,1.61,1.043,4.69,141.8,91.887,-20.47,0.0,0.0,0.64,0.415,0.08,0.052,9.91,6.422
Norway,2021,NOR,5403021.0,467000000000.0,0.22,0.14,0.04,0.025,139.55,157.13,0.31,0.197,4.23,143.97,91.625,-17.58,0.0,0.0,0.72,0.458,0.11,0.07,11.76,7.484
Norway,2022,NOR,5434324.0,482000000000.0,0.24,0.164,0.04,0.027,134.0,146.52,1.15,0.785,4.32,128.24,87.524,-12.52,0.0,0.0,0.78,0.532,0.17,0.116,15.9,10.852
Norway,2023,NOR,5474363.0,,0.24,0.156,0.04,0.026,135.98,153.59,1.38,0.898,4.62,135.96,88.521,-17.61,0.0,0.0,0.82,0.534,0.17,0.111,14.96,9.74
Peru,1983,PER,18826906.0,107000000000.0,,,,,,,,,,8.107,,,0.0,,,,0.0,,0.0,
Peru,1984,PER,19285646.0,111000000000.0,,,,,,,,,,8.703,,,0.0,,,,0.0,,0.0,
Peru,1985,PER,19746614.0,114000000000.0,,,,,,12.111,,,,9.382,77.467,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1986,PER,20208446.0,125000000000.0,,,,,,12.948,,,,10.06,77.695,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1987,PER,20671362.0,136000000000.0,,,,,,14.006,,,,10.878,77.667,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1988,PER,21143804.0,124000000000.0,,,,,,13.552,,,,10.423,76.911,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1989,PER,21624308.0,109000000000.0,,,,,,13.727,,,,10.507,76.543,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1990,PER,22109102.0,104000000000.0,,,,,,13.808,,,,10.469,75.818,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1991,PER,22583004.0,108000000000.0,,,,,,14.482,,,,11.492,79.354,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1992,PER,23047250.0,110000000000.0,,,,,,13.122,,,,9.689,73.838,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1993,PER,23513888.0,92121415680.0,,,,,,14.808,,,,11.799,79.68,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1994,PER,23983260.0,104000000000.0,,,,,,15.866,,,,12.747,80.342,,0.0,0.0,,,0.0,0.0,0.0,0.0
Peru,1995,PER,24449060.0,111000000000.0,,,,,,16.88,,,,12.938,76.644,,0.0,0.0,,,,,0.0,0.0
Peru,1996,PER,24907304.0,115000000000.0,,,,,,17.28,,,,13.324,77.105,,0.0,0.0,,,,,0.0,0.002
Peru,1997,PER,25365384.0,122000000000.0,,,,,,17.953,,,,13.215,73.604,,0.0,0.0,,,,,0.001,0.003
Peru,1998,PER,25818228.0,122000000000.0,,,,,,18.583,,,,13.808,74.308,,0.0,0.0,,,,,0.001,0.003
Peru,1999,PER,26252238.0,125000000000.0,,,,,,19.05,,,,14.541,76.33,,0.0,0.0,,,,,0.001,0.003
Peru,2000,PER,26654440.0,129000000000.0,0.16,0.803,0.35,1.757,19.92,19.92,0.79,3.966,2.81,16.17,81.175,0.0,0.0,0.0,2.45,12.299,0.0,0.0,0.0,0.0
Peru,2001,PER,27014912.0,130000000000.0,0.16,0.77,0.31,1.493,20.77,20.77,0.87,4.189,2.45,17.61,84.786,0.0,0.0,0.0,1.82,8.763,0.0,0.0,0.0,0.0
Peru,2002,PER,27334510.0,138000000000.0,0.19,0.864,0.78,3.547,21.99,21.99,1.1,5.002,3.06,18.04,82.037,0.0,0.0,0.0,1.88,8.549,0.0,0.0,0.0,0.0
Peru,2003,PER,27623344.0,145000000000.0,0.2,0.872,0.77,3.358,22.93,22.93,1.32,5.757,3.34,18.53,80.811,0.0,0.0,0.0,2.11,9.202,0.0,0.0,0.0,0.0
Peru,2004,PER,27893914.0,153000000000.0,0.15,0.619,0.92,3.794,24.25,24.25,2.33,9.608,4.85,17.52,72.247,0.0,0.0,0.0,3.33,13.732,0.0,0.0,0.0,0.0
Peru,2005,PER,28147260.0,163000000000.0,0.35,1.373,0.8,3.137,25.5,25.5,4.55,17.843,5.1,18.08,70.902,0.0,0.0,0.0,1.72,6.745,0.0,0.0,0.0,0.0
Peru,2006,PER,28381080.0,177000000000.0,0.35,1.279,0.82,2.997,27.36,27.36,4.83,17.654,5.28,19.7,72.003,0.0,0.0,0.0,1.66,6.067,0.0,0.0,0.0,0.0
Peru,2007,PER,28600380.0,193000000000.0,0.42,1.403,0.85,2.84,29.93,29.93,8.22,27.464,6.87,19.55,65.319,0.0,0.0,0.0,0.89,2.974,0.0,0.0,0.0,0.0
Peru,2008,PER,28806184.0,211000000000.0,0.46,1.418,0.88,2.714,32.43,32.43,10.11,31.175,8.73,19.04,58.711,0.0,0.0,0.0,1.94,5.982,0.0,0.0,0.0,0.0
Peru,2009,PER,29009326.0,213000000000.0,0.46,1.397,0.78,2.369,32.86,32.92,10.43,31.683,8.73,19.49,59.204,-0.06,0.0,0.0,1.76,5.346,0.0,0.0,0.0,0.0
Peru,2010,PER,29229576.0,230000000000.0,0.67,1.867,0.85,2.368,35.78,35.89,12.23,34.076,10.16,20.04,55.837,-0.11,0.0,0.0,2.1,5.851,0.0,0.0,0.0,0.0
Peru,2011,PER,29477722.0,245000000000.0,0.68,1.733,0.62,1.58,39.24,39.23,13.99,35.661,11.24,21.59,55.034,0.01,0.0,0.0,2.35,5.99,0.0,0.0,0.0,0.0
Peru,2012,PER,29749592.0,260000000000.0,0.67,1.677,1.29,3.228,39.96,39.96,15.65,39.164,11.89,21.35,53.428,0.0,0.0,0.0,0.94,2.352,0.06,0.15,0.0,0.0
Peru,2013,PER,30038810.0,275000000000.0,0.96,2.206,1.22,2.804,43.51,43.51,18.06,41.508,13.27,22.31,51.276,0.0,0.0,0.0,0.76,1.747,0.2,0.46,0.0,0.0
Peru,2014,PER,30353956.0,281000000000.0,1.29,2.821,0.33,0.722,45.72,45.73,20.89,45.681,14.16,22.2,48.546,-0.01,0.0,0.0,0.56,1.225,0.2,0.437,0.26,0.569
Peru,2015,PER,30711864.0,291000000000.0,0.91,1.885,0.41,0.849,48.22,48.27,21.73,45.018,14.76,23.71,49.12,-0.05,0.0,0.0,0.68,1.409,0.23,0.476,0.6,1.243
Peru,2016,PER,31132776.0,302000000000.0,0.56,1.085,0.99,1.917,51.61,51.63,23.56,45.632,16.57,24.16,46.794,-0.02,0.0,0.0,1.06,2.053,0.24,0.465,1.06,2.053
Peru,2017,PER,31605488.0,310000000000.0,0.47,0.892,0.76,1.442,52.73,52.71,19.87,37.697,14.31,29.06,55.132,0.02,0.0,0.0,1.19,2.258,0.29,0.55,1.07,2.03
Peru,2018,PER,32203946.0,322000000000.0,0.42,0.764,0.13,0.237,54.97,54.95,20.68,37.634,14.02,30.72,55.905,0.02,0.0,0.0,0.75,1.365,0.75,1.365,1.5,2.73
Peru,2019,PER,32824864.0,329000000000.0,0.55,0.965,0.16,0.281,57.08,57.02,21.73,38.109,14.7,31.45,55.156,0.06,0.0,0.0,0.7,1.228,0.78,1.368,1.65,2.894
Peru,2020,PER,33304768.0,293000000000.0,0.54,1.023,0.13,0.246,52.81,52.77,18.67,35.38,12.55,30.5,57.798,0.04,0.0,0.0,0.33,0.625,0.79,1.497,1.81,3.43
Peru,2021,PER,33715464.0,333000000000.0,0.58,1.022,0.15,0.264,56.81,56.77,21.17,37.291,14.16,31.89,56.174,0.04,0.0,0.0,0.36,0.634,0.8,1.409,1.82,3.206
Peru,2022,PER,34049588.0,342000000000.0,0.6,1.041,0.15,0.26,57.68,57.64,21.75,37.734,14.51,32.14,55.76,0.04,0.0,0.0,0.37,0.642,0.82,1.423,1.81,3.14
Peru,2023,PER,34352720.0,,0.59,0.984,0.06,0.1,59.97,59.93,23.63,39.429,15.97,31.51,52.578,0.04,0.0,0.0,0.96,1.602,0.95,1.585,2.23,3.721
South Africa,1983,ZAF,31865176.0,211000000000.0,,,,,,,,,,0.595,,,0.0,,,,0.0,,0.0,
South Africa,1984,ZAF,32768206.0,221000000000.0,,,,,,,,,,0.56,,,3.925,,,,0.0,,0.0,
South Africa,1985,ZAF,33752964.0,219000000000.0,,,135.403,94.363,,143.491,0.0,0.0,,0.624,0.435,,5.315,3.704,0.042,0.029,0.0,0.0,0.0,0.0
South Africa,1986,ZAF,34877840.0,219000000000.0,,,135.988,91.734,,148.241,0.0,0.0,,1.623,1.095,,8.803,5.938,0.042,0.028,0.0,0.0,0.0,0.0
